,leaf_cnt_0,leaf_cnt_1,leaf_cnt_2,valid_loss
0,90,88,86,1.079345
1,87,91,87,1.061158
2,85,91,86,1.044634
3,88,86,87,1.028364
4,87,90,85,1.012473
5,87,90,86,0.997937
6,85,87,86,0.983148
7,87,90,88,0.968884
8,82,85,86,0.954797
9,86,85,86,0.941959
10,83,87,88,0.929089
11,83,83,88,0.916664
12,88,84,79,0.904337
13,87,86,84,0.892524
14,85,88,85,0.880785
15,86,84,81,0.870081
16,85,85,87,0.859008
17,82,81,87,0.847932
18,83,82,84,0.836647
19,85,78,81,0.826504
20,82,82,83,0.81655
21,84,82,83,0.807265
22,80,81,83,0.797807
23,82,81,80,0.789168
24,77,78,77,0.780037
25,79,79,80,0.771184
26,80,73,77,0.763167
27,80,77,78,0.754529
28,77,74,74,0.746491
29,81,80,76,0.738493
30,79,76,75,0.73095
31,76,78,76,0.723781
32,74,72,72,0.716394
33,74,75,73,0.709467
34,75,72,71,0.702433
35,72,75,73,0.695836
36,72,71,71,0.689716
37,72,71,71,0.683136
38,73,71,74,0.676868
39,70,73,73,0.670928
40,71,70,70,0.665211
41,71,66,75,0.658948
42,69,70,71,0.6528
43,71,69,72,0.646869
44,71,68,70,0.641325
45,70,68,68,0.635662
46,67,65,70,0.630168
47,66,67,66,0.624874
48,67,65,68,0.619943
49,66,65,66,0.615219
50,66,67,67,0.610114
51,64,68,63,0.605294
52,65,68,65,0.60059
53,65,65,64,0.595966
54,68,64,66,0.591384
55,64,65,62,0.587171
56,63,62,62,0.582715
57,65,63,65,0.578526
58,64,62,59,0.574274
59,66,64,62,0.570219
60,62,61,61,0.566076
61,65,62,61,0.561831
62,61,59,60,0.557912
63,62,58,61,0.553978
64,57,61,58,0.550367
65,64,58,64,0.546655
66,63,60,58,0.543083
67,60,61,60,0.539152
68,59,57,59,0.535359
69,61,56,59,0.531858
70,59,58,58,0.52837
71,58,57,57,0.524832
72,58,58,57,0.521158
73,59,55,55,0.517899
74,56,54,56,0.514791
75,57,55,56,0.511342
76,57,52,54,0.508233
77,58,57,57,0.505108
78,55,54,53,0.501877
79,55,56,61,0.498761
80,54,53,54,0.496052
81,54,53,55,0.49299
82,48,50,55,0.490265
83,54,52,54,0.487535
84,58,53,53,0.48452
85,54,55,48,0.481909
86,50,49,52,0.479381
87,54,52,52,0.476393
88,54,51,50,0.473833
89,53,51,52,0.471247
90,50,50,50,0.468887
91,52,51,50,0.466518
92,49,50,51,0.463924
93,48,49,50,0.461439
94,49,48,51,0.458871
95,50,51,52,0.456679
96,49,48,48,0.454343
97,51,47,52,0.451896
98,45,48,50,0.449828
99,48,48,49,0.447766
100,52,44,50,0.445367
101,47,45,50,0.443314
102,49,46,46,0.4411
103,48,46,48,0.43895
104,46,45,49,0.436633
105,44,47,46,0.434514
106,47,44,45,0.432371
107,48,45,45,0.430518
108,47,44,47,0.428925
109,47,43,44,0.426846
110,45,43,45,0.424956
111,45,42,43,0.423149
112,43,45,45,0.421236
113,45,46,45,0.41946
114,46,44,45,0.41736
115,44,42,43,0.415435
116,44,43,43,0.413554
117,45,43,42,0.411679
118,42,42,43,0.4101
119,41,40,43,0.408154
120,42,41,42,0.406513
121,46,44,45,0.404659
122,43,42,42,0.402816
123,42,39,44,0.401033
124,40,38,43,0.399439
125,41,40,39,0.397776
126,41,39,40,0.396128
127,42,39,41,0.394492
128,41,40,40,0.392802
129,41,41,38,0.39123
130,40,42,40,0.389814
131,39,40,39,0.388252
132,39,38,41,0.386759
133,40,41,42,0.385008
134,40,40,40,0.383533
135,41,39,36,0.382002
136,41,39,37,0.380578
137,41,38,38,0.378969
138,39,39,38,0.377432
139,37,37,41,0.375971
140,37,40,38,0.374364
141,39,37,38,0.373059
142,41,37,36,0.371259
143,41,36,37,0.369872
144,36,34,38,0.368514
145,37,37,38,0.367072
146,37,37,37,0.365592
147,37,36,35,0.364347
148,38,38,35,0.363188
149,37,37,38,0.36172
150,35,35,38,0.360457
151,40,34,37,0.359275
152,37,33,36,0.357758
153,35,33,35,0.356519
154,36,34,34,0.355329
155,37,37,35,0.353996
156,36,33,36,0.352653
157,37,37,34,0.351558
158,34,34,33,0.350127
159,35,34,37,0.348978
160,36,35,35,0.347845
161,36,34,35,0.346794
162,35,33,33,0.345566
163,35,36,33,0.344341
164,36,32,35,0.343359
165,32,32,34,0.342341
166,35,35,34,0.340999
167,35,34,35,0.339625
168,34,35,34,0.338617
169,33,31,34,0.337571
170,33,33,34,0.336437
171,34,33,33,0.335484
172,34,33,32,0.334467
173,34,33,32,0.333434
174,35,31,31,0.332283
175,34,35,31,0.331157
176,34,32,33,0.330006
177,32,32,32,0.328919
178,31,31,33,0.327809
179,32,30,31,0.326798
180,33,31,31,0.32579
181,33,32,32,0.324789
182,32,28,31,0.32394
183,31,31,30,0.322936
184,31,31,32,0.322021
185,32,28,31,0.321242
186,32,31,30,0.320307
187,29,31,30,0.319417
188,32,29,31,0.318496
189,32,31,29,0.317569
190,29,30,31,0.316808
191,31,30,31,0.315858
192,31,31,30,0.314989
193,29,30,28,0.314278
194,31,30,31,0.313401
195,28,30,29,0.31244
196,31,32,28,0.311513
197,31,30,29,0.310818
198,30,29,27,0.310035
199,29,28,29,0.309277
200,29,28,29,0.308473
201,29,28,28,0.307553
202,28,26,31,0.306691
203,30,28,30,0.305758
204,30,27,30,0.304914
205,28,29,30,0.304104
206,27,29,27,0.303429
207,29,28,27,0.302547
208,30,27,26,0.301767
209,28,28,28,0.301062
210,28,27,27,0.300302
211,29,28,27,0.299703
212,27,29,27,0.29884
213,31,29,26,0.298101
214,27,28,29,0.297217
215,27,29,24,0.29659
216,28,29,27,0.295973
217,29,27,29,0.295262
218,28,27,28,0.294525
219,26,26,27,0.293686
220,28,25,28,0.293089
221,26,27,26,0.292373
222,27,25,28,0.291728
223,25,28,26,0.291033
224,29,27,25,0.290332
225,27,26,28,0.289697
226,28,27,28,0.288992
227,27,26,25,0.288267
228,25,26,29,0.287569
229,27,25,24,0.286968
230,26,24,26,0.286302
231,27,26,25,0.285737
232,25,26,26,0.285084
233,27,26,26,0.284412
234,24,25,25,0.283842
235,27,27,26,0.283372
236,26,27,26,0.282679
237,27,25,24,0.282047
238,24,27,25,0.281301
239,26,26,25,0.280685
240,26,25,25,0.280002
241,25,25,26,0.279378
242,24,22,25,0.278778
243,24,23,26,0.278312
244,26,27,25,0.277678
245,25,24,23,0.277059
246,26,24,23,0.276363
247,24,24,25,0.275901
248,27,25,24,0.275303
249,25,25,25,0.274799
250,24,23,25,0.274247
251,25,26,23,0.273513
252,25,25,23,0.273117
253,23,24,25,0.272554
254,23,24,25,0.272012
255,24,22,25,0.271473
256,25,21,25,0.270957
257,25,24,25,0.270498
258,26,22,23,0.269982
259,23,23,22,0.269377
260,24,21,23,0.26874
261,24,24,25,0.268145
262,24,22,23,0.267719
263,24,22,22,0.267239
264,26,22,22,0.266661
265,23,23,23,0.266248
266,23,24,21,0.265631
267,23,24,23,0.26517
268,24,23,23,0.264591
269,21,23,21,0.264003
270,22,22,23,0.263544
271,24,22,22,0.263126
272,22,23,23,0.262664
273,23,21,22,0.262123
274,23,22,23,0.261715
275,22,22,22,0.261243
276,23,21,21,0.260827
277,24,22,20,0.260407
278,22,22,22,0.259852
279,23,22,20,0.259308
280,23,21,22,0.258853
281,22,21,21,0.258443
282,20,19,23,0.257952
283,22,22,23,0.257449
284,22,20,21,0.25697
285,20,21,21,0.256502
286,23,22,23,0.256051
287,24,21,19,0.255496
288,21,22,22,0.255093
289,22,22,21,0.254592
290,21,21,21,0.254132
291,22,21,23,0.253717
292,22,22,20,0.253263
293,22,20,21,0.252888
294,20,20,22,0.252493
295,20,20,19,0.251965
296,24,21,23,0.251564
297,23,23,23,0.251035
298,22,21,22,0.250558
299,22,19,21,0.250185
300,20,20,22,0.249686
301,21,19,21,0.249197
302,23,20,20,0.248806
303,20,20,22,0.248346
304,22,19,19,0.24797
305,20,19,19,0.247671
306,21,20,20,0.247132
307,20,20,20,0.246792
308,19,21,21,0.24638
309,21,20,22,0.246044
310,21,18,20,0.245682
311,21,19,21,0.245265
312,21,19,20,0.244669
313,18,19,19,0.244203
314,20,19,20,0.243844
315,19,20,21,0.243459
316,20,19,19,0.243002
317,18,19,20,0.242801
318,20,20,21,0.24244
319,22,20,19,0.242034
320,18,18,20,0.241843
321,21,20,19,0.241492
322,20,20,20,0.240994
323,19,18,19,0.240727
324,19,20,20,0.240287
325,19,19,18,0.239962
326,20,20,19,0.23958
327,19,18,21,0.239068
328,20,17,19,0.238754
329,17,18,21,0.238342
330,18,19,20,0.237996
331,20,17,19,0.237672
332,19,18,20,0.237262
333,18,18,16,0.236894
334,19,18,18,0.236525
335,19,17,18,0.236196
336,20,19,18,0.23591
337,18,19,17,0.235666
338,18,18,19,0.23533
339,18,19,17,0.234995
340,19,17,20,0.234694
341,19,18,19,0.234367
342,19,17,18,0.234025
343,18,19,19,0.233725
344,20,17,18,0.233427
345,18,19,19,0.233097
346,17,19,19,0.232861
347,19,17,18,0.232506
348,19,19,19,0.232135
349,18,17,15,0.231886
350,19,20,18,0.231481
351,18,16,17,0.231247
352,16,18,17,0.230985
353,19,18,18,0.230712
354,18,18,17,0.230532
355,17,20,17,0.230215
356,19,17,17,0.229927
357,17,18,18,0.229628
358,18,18,18,0.229293
359,17,17,16,0.22901
360,18,18,20,0.228776
361,18,18,18,0.228457
362,17,18,17,0.228109
363,18,16,17,0.227917
364,20,17,16,0.227645
365,19,17,16,0.227304
366,18,17,16,0.226969
367,19,16,18,0.226717
368,18,16,17,0.226418
369,17,17,16,0.226091
370,18,18,18,0.225734
371,17,16,18,0.225427
372,18,17,17,0.225172
373,16,17,18,0.224962
374,17,17,18,0.224646
375,18,16,17,0.2244
376,16,17,18,0.22419
377,18,15,16,0.223936
378,16,17,15,0.22362
379,15,16,16,0.223478
380,18,18,16,0.223144
381,17,16,16,0.222885
382,18,17,16,0.222585
383,18,16,17,0.222331
384,16,17,17,0.221997
385,16,17,16,0.2217
386,17,17,19,0.221465
387,16,16,18,0.221189
388,19,16,17,0.220938
389,16,17,16,0.220597
390,15,16,16,0.220335
391,15,17,16,0.220055
392,17,17,16,0.219796
393,17,17,16,0.219468
394,18,17,17,0.219164
395,16,16,17,0.218923
396,17,18,16,0.218629
397,17,16,18,0.218352
398,17,16,16,0.218177
399,15,17,15,0.21799
400,17,17,15,0.217799
401,15,15,16,0.217575
402,16,16,15,0.21737
403,16,16,16,0.217143
404,17,15,17,0.216927
405,16,14,16,0.216701
406,16,16,15,0.216388
407,17,16,16,0.216072
408,13,16,15,0.215882
409,16,13,15,0.215676
410,19,15,15,0.215377
411,15,16,16,0.215086
412,16,15,14,0.214909
413,17,17,15,0.214554
414,15,15,16,0.214355
415,16,16,15,0.214101
416,17,16,14,0.213887
417,16,16,14,0.213592
418,15,16,15,0.213383
419,17,16,15,0.213071
420,17,15,17,0.212773
421,16,15,16,0.212536
422,16,17,16,0.212273
423,16,16,16,0.212097
424,16,15,15,0.211852
425,16,16,15,0.211608
426,14,16,15,0.211401
427,15,15,17,0.211073
428,15,15,15,0.210813
429,15,17,17,0.210564
430,15,17,15,0.210345
431,15,15,15,0.210189
432,15,15,15,0.209944
433,16,16,14,0.209792
434,15,15,15,0.209559
435,15,15,15,0.20937
436,16,15,15,0.209117
437,15,15,15,0.208868
438,14,14,15,0.208587
439,16,15,16,0.208379
440,16,15,14,0.208206
441,15,14,15,0.208014
442,14,16,16,0.20777
443,15,14,15,0.207572
444,14,16,14,0.207403
445,15,14,16,0.207186
446,14,14,13,0.206988
447,15,15,15,0.20688
448,16,14,15,0.206633
449,16,14,14,0.206473
450,15,15,14,0.206228
451,15,14,15,0.206033
452,14,15,15,0.205816
453,14,13,14,0.205565
454,15,14,14,0.20535
455,15,15,14,0.205178
456,14,15,14,0.204985
457,13,14,15,0.204864
458,15,15,13,0.204638
459,15,14,14,0.204508
460,15,14,14,0.204322
461,15,15,15,0.204099
462,14,14,15,0.203941
463,14,13,13,0.2038
464,14,14,15,0.203582
465,15,14,15,0.203401
466,14,13,13,0.203253
467,15,16,15,0.203147
468,14,13,14,0.203018
469,13,12,14,0.202819
470,14,13,15,0.202629
471,14,14,13,0.202382
472,15,15,14,0.202192
473,13,15,14,0.201992
474,14,14,14,0.201826
475,14,15,15,0.20158
476,14,14,14,0.201391
477,14,14,12,0.201198
478,12,13,14,0.201024
479,13,13,13,0.200911
480,14,14,12,0.200712
481,14,14,13,0.200503
482,15,13,13,0.20035
483,14,12,13,0.200133
484,14,13,15,0.199933
485,14,14,15,0.19971
486,13,13,13,0.199559
487,15,14,13,0.199289
488,13,13,14,0.199153
489,15,13,13,0.198911
490,13,13,12,0.198765
491,13,12,15,0.198545
492,14,13,14,0.198381
493,12,12,13,0.198274
494,13,13,13,0.198127
495,15,13,13,0.198015
496,13,13,14,0.19785
497,12,14,13,0.197682
498,14,13,13,0.197514
499,14,13,14,0.197343
